Adam,Antoine,11/09/2000,01/10/2017,1,1,1,1,1
Adam,Antoine,11/09/2000,01/10/2017,1,1,1,1,1
Adam,Antoine,11/09/2000,01/10/2017,1,1,1,1,1
Adam,Antoine,11/09/2000,01/10/2017,1,1,2,1,1
Adam,Honoré,22/09/1975,01/01/2007,1,1,3,2,2
Adam,Honoré,22/09/1975,01/01/2007,1,1,4,2,2
Adam,Honoré,22/09/1975,01/01/2007,1,1,4,2,2
Adam,Thomas,10/08/1997,01/10/2007,1,1,1,1,1
Adam-Lecoq,Augustin,26/06/2003,01/12/2008,1,1,5,1,1
Adam-Lecoq,Augustin,26/06/2003,01/12/2008,1,1,6,1,1
Adam-Lecoq,Augustin,26/06/2003,01/12/2008,1,1,5,1,1
Adam-Lecoq,Augustin,26/06/2003,01/12/2008,1,1,6,1,1
Adam-Lecoq,Augustin,26/06/2003,01/12/2008,1,1,5,1,1
Adam-Louis,Nicolas,26/11/1975,01/06/2012,1,2,7,1,1
Afsar,Inès,04/11/1984,03/10/2011,2,3,1,1,1
Afsar,Inès,04/11/1984,03/10/2011,2,3,1,1,1
Afsar,Inès,04/11/1984,03/10/2011,2,3,1,1,1
Albert,Augustin-Georges,05/02/1993,01/10/2013,1,4,5,1,1
Albert,Constance-Françoise,23/02/1976,01/11/2014,2,1,1,1,1
Albert,Constance-Françoise,23/02/1976,01/11/2014,2,1,1,1,1
Albert,Daniel,17/07/1959,03/12/2012,1,1,1,1,1
Albert,Daniel,17/07/1959,03/12/2012,1,1,1,1,1
Albert,Grégoire,05/04/1998,01/09/2002,1,5,1,1,1
Alexandre,Frédéric,27/06/1998,11/10/2010,1,6,1,1,1
Alexandre,Nicolas,04/05/1973,10/02/2020,1,7,8,1,1
Alexandre,Richard-Rémy,10/06/1983,01/10/2009,1,1,2,1,1
Alexandre,Susanne,05/03/1993,23/05/2008,2,5,9,1,1
Alexandre,Xavier,24/08/1973,01/12/2016,1,1,7,1,1
Allain,Henri,09/04/1984,01/10/2004,1,5,1,1,1
Allard,Augustin,21/04/1966,01/04/2011,1,1,2,1,1
Allard,Grégoire,16/11/1983,01/11/2020,1,1,5,2,1
Allard,Gérard-Raymond,06/05/1989,01/09/2007,1,1,10,2,2
Allard,Gérard-Raymond,06/05/1989,01/09/2007,1,1,10,2,2
Allard,Louise,21/07/1979,01/10/2021,2,8,1,1,1
Alves,Antoine,24/12/1996,02/11/2020,1,1,2,1,1
Alves,René,05/02/1958,01/10/2014,1,9,1,1,1
Alves,René,05/02/1958,01/10/2014,1,9,1,1,1
Alves,René,05/02/1958,01/10/2014,1,9,1,1,1
Alves,René,05/02/1958,01/10/2014,1,9,1,1,1
Alves,Zoé-Alex,16/10/1981,01/01/2010,2,1,9,3,3
Alves,Zoé-Alex,16/10/1981,01/01/2010,2,1,9,3,3
Alves,Zoé-Alex,16/10/1981,01/01/2010,2,1,9,3,3
Alves,Zoé-Alex,16/10/1981,01/01/2010,2,1,9,3,3
Andre-Bonneau,Vincent,28/07/1988,31/08/2010,1,10,8,1,1
Andre-Bonneau,Vincent,28/07/1988,31/08/2010,1,10,1,1,1
Andre-Thibault,Maurice,28/08/1961,01/10/2020,1,1,11,1,1
Antoine,Christine,22/10/2001,01/10/2020,2,11,1,1,1
Antoine,Guy,01/08/2003,01/03/2014,1,1,8,1,1
Antoine,Marcel-Grégoire,01/09/2002,10/02/2010,1,4,8,1,1
Arnaud,Augustin,20/11/1997,01/10/2014,1,1,12,1,3
Arnaud,Augustin,20/11/1997,01/10/2014,1,1,12,1,3
Arnaud,Augustin,20/11/1997,01/10/2014,1,1,12,1,3
Arnaud,Jérôme,18/05/1995,01/03/2021,1,1,8,1,1
Arnaud,Marc,14/09/1970,01/09/2015,1,7,1,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,13,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,1,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,2,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,13,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,13,1,1
Arnaud,Marcel,28/12/1984,01/04/2012,1,10,13,1,1
Aubert,Adélaïde,21/08/1990,27/02/2017,2,1,14,1,1
Aubert,Adélaïde,21/08/1990,27/02/2017,2,1,14,1,1
Aubert,Adélaïde,21/08/1990,27/02/2017,2,1,14,1,1
Aubert,Adélaïde,21/08/1990,27/02/2017,2,1,14,1,1
Aubert,Adélaïde,21/08/1990,27/02/2017,2,1,14,1,1
Aubert,André,06/06/1958,11/01/2021,1,1,7,1,1
Aubert,François-Patrick,08/10/1978,01/10/2016,1,4,1,1,1
Aubert,François-Patrick,08/10/1978,01/10/2016,1,4,1,1,1
Aubert,François-Patrick,08/10/1978,01/10/2016,1,4,1,1,1
Aubert,François-Patrick,08/10/1978,01/10/2016,1,4,15,1,1
Aubert,Matthieu,25/11/1969,16/08/2011,1,5,8,1,1
Aubry,Thierry,02/05/1969,01/09/2019,1,1,1,1,1
Aubry-Ledoux,Victor,03/10/2003,22/01/2010,1,1,2,1,1
Bailly,Grégoire,14/05/1967,01/10/2012,1,12,1,1,1
Bailly,Grégoire,14/05/1967,01/10/2012,1,12,1,1,1
Bailly,Guy,10/02/1983,01/12/2018,1,1,1,1,1
Bailly,Hugues,11/06/1981,01/09/2006,1,1,9,2,2
Bailly,Michel-Guy,21/03/1982,01/10/2013,1,4,1,1,1
Bailly,Roger,29/12/1966,07/02/2018,1,1,1,1,1
Bailly,Roger,29/12/1966,07/02/2018,1,1,2,1,1
Bailly,Thomas,30/01/1985,03/04/2018,1,1,8,1,1
Bailly,Xavier-Timothée,25/05/1986,15/06/2021,1,13,5,3,3
Bailly-Colin,Théodore,27/08/1959,15/12/2008,1,4,10,1,1
Bailly-Colin,Théodore,27/08/1959,15/12/2008,1,4,5,1,1
Bailly-Colin,Théodore,27/08/1959,15/12/2008,1,4,5,1,1
Bailly-Legrand,Yves,03/07/1990,01/09/2019,1,1,4,3,3
Bailly-Legrand,Yves,03/07/1990,01/09/2019,1,1,4,3,3
Barbier,Astrid,27/09/1977,09/05/2016,2,14,8,1,1
Barbier,Auguste,18/12/1962,01/10/2009,1,1,9,2,2
Barbier,Auguste,18/12/1962,01/10/2009,1,1,2,1,1
Barbier,Auguste,18/12/1962,01/10/2009,1,1,1,1,1
Barbier,Auguste,18/12/1962,01/10/2009,1,1,9,2,2
Barbier,Auguste,18/12/1962,01/10/2009,1,1,1,1,1
Barbier,Benjamin,29/06/1970,01/10/2019,1,1,1,1,1
Barbier,Benjamin,29/06/1970,01/10/2019,1,1,1,1,1
Barbier,Bernadette-Alex,17/06/1985,01/01/2004,2,1,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,5,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Michel-Léon,09/08/2001,01/10/2015,1,3,1,1,1
Barbier,Thomas,24/07/1974,01/06/2013,1,12,5,1,1
Barbier,Thomas,24/07/1974,01/06/2013,1,12,5,1,1
Barbier-Etienne,Richard,30/04/1992,21/12/2009,1,2,2,1,1
Barbier-Pottier,Aimé,21/10/1977,01/10/2013,1,15,1,1,1
